model,question_id,question,category,difficulty,question_type,kb_supported,expected_source,latency_ms,llm_latency_ms,embedding_latency_ms,similarity_search_latency_ms,total_chunks_searched,top_k,context_sent_length,response_length_chars,correctness_score,relevance_score,hallucination,retrieval_quality_score,expected_source_found,ranks_matched,scoring_method,keyword_overlap,top1_filename,top1_score,top2_filename,top2_score,top3_filename,top3_score,error,response_preview
tinyllama:1.1b,Q16,"What is the purpose of the Information Technology Act, 2000?",Information Technology,Easy,Definition,True,it_act.pdf,8526,8468,32,22,590,3,4624,720,2,0.5,False,1,True,"[1, 2, 3]",keyword_overlap,0.8846,it_act.pdf,0.695144,it_act.pdf,0.683299,it_act.pdf,0.609952,,"The Information Technology Act, 2000 aims to provide legal recognition for transactions carried out by means of electronic data interchange and other "
tinyllama:1.1b,Q17,"What is the penalty for unauthorised access to a computer system under the IT Act, 2000?",Information Technology,Medium,Policy/Legal Rule,True,it_act.pdf,6575,6497,46,26,590,3,4624,170,1,0.7143,False,1,True,"[1, 2, 3]",keyword_overlap,0.35,it_act.pdf,0.759895,it_act.pdf,0.723245,it_act.pdf,0.72307,,"The penalty for unauthorized access to a computer system under the IT Act, 2000 is imprisonment up to three years or fine which may extend up to two l"
tinyllama:1.1b,Q18,"What is a 'protected system' under the IT Act, 2000, and what are the consequences of unauthorised access to it?",Information Technology,Hard,Policy/Legal Rule,True,it_act.pdf,6844,6786,35,22,590,3,4624,530,2,0.4286,False,1,True,"[1, 2, 3]",keyword_overlap,0.6,it_act.pdf,0.76268,it_act.pdf,0.71419,it_act.pdf,0.706133,,"The IT Act, 2000 defines 'Protected System' as any computer resource that directly or indirectly affects the facility of Critical Information Infrastr"
tinyllama:1.1b,Q19,"Under the IT Act, 2000, can a company be held liable for a cyber offence committed by one of its employees?",Information Technology,Hard,Compliance,True,it_act.pdf,6941,6854,63,22,590,3,4636,583,1,1.0,False,1,True,[3],keyword_overlap,0.35,cgst_act.pdf,0.745173,essential_commodities.pdf,0.731154,it_act.pdf,0.712371,,"Yes, under the IT Act, 2000, a company can be held liable for a cyber offence committed by one of its employees if they are deemed to have consented o"
tinyllama:1.1b,Q20,"What is the meaning of 'cyber security' as defined in the IT Act, 2000?",Information Technology,Easy,Definition,True,it_act.pdf,9110,9020,60,26,590,3,4624,949,2,0.4,False,1,True,"[1, 2, 3]",keyword_overlap,0.8421,it_act.pdf,0.678807,it_act.pdf,0.6786,it_act.pdf,0.661044,,"The IT Act, 2000 defines cyber security as ""protecting information, equipment, devices, computer, communication device and information stored therein "
tinyllama:1.1b,Q21,"What is the Essential Commodities Act, 1955, and what is its purpose?",Essential Commodities,Easy,Definition,True,essential_commodities.pdf,11145,11056,56,28,590,3,4666,908,2,0.75,False,1,True,"[1, 2, 3]",keyword_overlap,0.5625,essential_commodities.pdf,0.789891,essential_commodities.pdf,0.71124,essential_commodities.pdf,0.707279,,"The Essential Commodieties Act, 1955 or ""ECA"" as it is commonly referred to, is a special law in India that regulates the production, supply, trade, a"
tinyllama:1.1b,Q22,What powers does the Central Government have to control the supply and distribution of essential commodities?,Essential Commodities,Medium,Policy/Legal Rule,True,essential_commodities.pdf,10790,10735,30,24,590,3,4666,925,0,0.3636,False,1,True,"[1, 2, 3]",keyword_overlap,0.1739,essential_commodities.pdf,0.7169,essential_commodities.pdf,0.711261,essential_commodities.pdf,0.693348,,"The Central (Amendment). [Vide Utter Pradesh Act XVI of 1978, s. 2] Source: Dataset/pdfs/Labour/essential_commodities.pdf  Section 4 provides that ""Es"
tinyllama:1.1b,Q23,"What is the punishment for violating an order issued under the Essential Commodities Act, 1955?",Essential Commodities,Medium,Policy/Legal Rule,True,essential_commodities.pdf,5923,5818,79,22,590,3,4666,176,2,0.875,False,1,True,"[1, 2, 3]",keyword_overlap,0.4,essential_commodities.pdf,0.757663,essential_commodities.pdf,0.754105,essential_commodities.pdf,0.733525,,"The punishment for violating an order issued under the Essential Commodities Act, 1955 is imprisonment for a term which may extend to one year and sha"
tinyllama:1.1b,Q24,Can a company be held liable for an offence committed under the Essential Commodities Act?,Essential Commodities,Hard,Compliance,True,essential_commodities.pdf,5033,4957,47,26,590,3,4650,563,1,0.75,False,1,True,"[2, 3]",keyword_overlap,0.3,cgst_act.pdf,0.771537,essential_commodities.pdf,0.738199,essential_commodities.pdf,0.727376,,"Yes, a company can be held liable for an offence under the Essential Commodiities Act if it is deemed to have knowledge of or has exercise of all due "
tinyllama:1.1b,Q25,What is the income tax slab rate for individuals earning between 5 lakh and 10 lakh rupees per year in India?,Out-of-scope,Easy,Tax/GST,False,none,6219,6131,56,27,590,3,4618,205,0,0.8182,True,,,[],refusal_check,,cgst_act.pdf,0.718591,cgst_act.pdf,0.689663,cgst_act.pdf,0.678557,,"The income tax slab rate for individuals earning between 5 lakhs and 10 lakhs rupees per year is 20% (or 10% if they are above the age of 60 years), a"
